package,version,license,resolved
convert-source-map,2.0.0,MIT,https://registry.npmjs.org/convert-source-map/-/convert-source-map-2.0.0.tgz
cookie,1.1.1,MIT,https://registry.npmjs.org/cookie/-/cookie-1.1.1.tgz
cross-spawn,7.0.6,MIT,https://registry.npmjs.org/cross-spawn/-/cross-spawn-7.0.6.tgz
css.escape,1.5.1,MIT,https://registry.npmjs.org/css.escape/-/css.escape-1.5.1.tgz
cssstyle,4.6.0,MIT,https://registry.npmjs.org/cssstyle/-/cssstyle-4.6.0.tgz
csstype,3.2.3,MIT,https://registry.npmjs.org/csstype/-/csstype-3.2.3.tgz
data-urls,5.0.0,MIT,https://registry.npmjs.org/data-urls/-/data-urls-5.0.0.tgz
debug,4.4.3,MIT,https://registry.npmjs.org/debug/-/debug-4.4.3.tgz
decimal.js,10.6.0,MIT,https://registry.npmjs.org/decimal.js/-/decimal.js-10.6.0.tgz
deep-eql,5.0.2,MIT,https://registry.npmjs.org/deep-eql/-/deep-eql-5.0.2.tgz
deep-is,0.1.4,MIT,https://registry.npmjs.org/deep-is/-/deep-is-0.1.4.tgz
dequal,2.0.3,MIT,https://registry.npmjs.org/dequal/-/dequal-2.0.3.tgz
dom-accessibility-api,0.5.16,MIT,https://registry.npmjs.org/dom-accessibility-api/-/dom-accessibility-api-0.5.16.tgz
electron-to-chromium,1.5.393,ISC,https://registry.npmjs.org/electron-to-chromium/-/electron-to-chromium-1.5.393.tgz
entities,6.0.1,BSD-2-Clause,https://registry.npmjs.org/entities/-/entities-6.0.1.tgz
es-module-lexer,1.7.0,MIT,https://registry.npmjs.org/es-module-lexer/-/es-module-lexer-1.7.0.tgz
esbuild,0.25.12,MIT,https://registry.npmjs.org/esbuild/-/esbuild-0.25.12.tgz
escalade,3.2.0,MIT,https://registry.npmjs.org/escalade/-/escalade-3.2.0.tgz
escape-string-regexp,4.0.0,MIT,https://registry.npmjs.org/escape-string-regexp/-/escape-string-regexp-4.0.0.tgz
eslint,9.31.0,MIT,https://registry.npmjs.org/eslint/-/eslint-9.31.0.tgz
eslint-plugin-react-hooks,5.2.0,MIT,https://registry.npmjs.org/eslint-plugin-react-hooks/-/eslint-plugin-react-hooks-5.2.0.tgz
eslint-plugin-react-refresh,0.4.20,MIT,https://registry.npmjs.org/eslint-plugin-react-refresh/-/eslint-plugin-react-refresh-0.4.20.tgz
eslint-scope,8.4.0,BSD-2-Clause,https://registry.npmjs.org/eslint-scope/-/eslint-scope-8.4.0.tgz
eslint-visitor-keys,4.2.1,Apache-2.0,https://registry.npmjs.org/eslint-visitor-keys/-/eslint-visitor-keys-4.2.1.tgz
espree,10.4.0,BSD-2-Clause,https://registry.npmjs.org/espree/-/espree-10.4.0.tgz
esquery,1.7.0,BSD-3-Clause,https://registry.npmjs.org/esquery/-/esquery-1.7.0.tgz
esrecurse,4.3.0,BSD-2-Clause,https://registry.npmjs.org/esrecurse/-/esrecurse-4.3.0.tgz
estraverse,5.3.0,BSD-2-Clause,https://registry.npmjs.org/estraverse/-/estraverse-5.3.0.tgz
estree-walker,3.0.3,MIT,https://registry.npmjs.org/estree-walker/-/estree-walker-3.0.3.tgz
esutils,2.0.3,BSD-2-Clause,https://registry.npmjs.org/esutils/-/esutils-2.0.3.tgz
expect-type,1.4.0,Apache-2.0,https://registry.npmjs.org/expect-type/-/expect-type-1.4.0.tgz
fast-deep-equal,3.1.3,MIT,https://registry.npmjs.org/fast-deep-equal/-/fast-deep-equal-3.1.3.tgz
fast-glob,3.3.3,MIT,https://registry.npmjs.org/fast-glob/-/fast-glob-3.3.3.tgz
fast-glob/node_modules/glob-parent,5.1.2,ISC,https://registry.npmjs.org/glob-parent/-/glob-parent-5.1.2.tgz
fast-json-stable-stringify,2.1.0,MIT,https://registry.npmjs.org/fast-json-stable-stringify/-/fast-json-stable-stringify-2.1.0.tgz
fast-levenshtein,2.0.6,MIT,https://registry.npmjs.org/fast-levenshtein/-/fast-levenshtein-2.0.6.tgz
fastq,1.20.1,ISC,https://registry.npmjs.org/fastq/-/fastq-1.20.1.tgz
file-entry-cache,8.0.0,MIT,https://registry.npmjs.org/file-entry-cache/-/file-entry-cache-8.0.0.tgz
fill-range,7.1.1,MIT,https://registry.npmjs.org/fill-range/-/fill-range-7.1.1.tgz
find-up,5.0.0,MIT,https://registry.npmjs.org/find-up/-/find-up-5.0.0.tgz
flat-cache,4.0.1,MIT,https://registry.npmjs.org/flat-cache/-/flat-cache-4.0.1.tgz
flatted,3.4.2,ISC,https://registry.npmjs.org/flatted/-/flatted-3.4.2.tgz
fsevents,2.3.2,MIT,https://registry.npmjs.org/fsevents/-/fsevents-2.3.2.tgz
gensync,1.0.0-beta.2,MIT,https://registry.npmjs.org/gensync/-/gensync-1.0.0-beta.2.tgz
glob-parent,6.0.2,ISC,https://registry.npmjs.org/glob-parent/-/glob-parent-6.0.2.tgz
globals,16.3.0,MIT,https://registry.npmjs.org/globals/-/globals-16.3.0.tgz
graphemer,1.4.0,MIT,https://registry.npmjs.org/graphemer/-/graphemer-1.4.0.tgz
has-flag,4.0.0,MIT,https://registry.npmjs.org/has-flag/-/has-flag-4.0.0.tgz
html-encoding-sniffer,4.0.0,MIT,https://registry.npmjs.org/html-encoding-sniffer/-/html-encoding-sniffer-4.0.0.tgz
http-proxy-agent,7.0.2,MIT,https://registry.npmjs.org/http-proxy-agent/-/http-proxy-agent-7.0.2.tgz
